slug,id,sofascore_id
karol-chuchro,1002543,1216233
bojan-gvozdenovic,610018,970541
lukasz-ostrowski,910787,1134816
klaudiusz-krasa,401600,971408
kornel-rebisz,961339,1164665
marcin-kumorek,949201,1157897
kacper-kojder,913973,1186180
dawid-smug,187977,787706
konrad-syldatk,655347,1022382
kevin-lafrance,113952,586224
beniamin-czajka,505527,
damian-ciechanowski,235798,249167
wojciech-reiman,143784,112627
guttiner,526365,959046
filip-wojcik,801020,1152845
dominik-urban,793969,1046223
jakub-banul,913675,1130480
karol-zwir,225896,189139
brian-galach,407735,939412
shun-shibata,452302,1130484
patryk-zych,390955,
filip-uryga,911068,1186169
diego-bardanca,336865,602100
tomasz-wojcinowicz,363529,801299
piotr-gruszecki,1003296,1408123
piotr-mrozinski,158798,139150
bartosz-wlodarczyk,450046,1131789
szymon-dziadosz,610288,1131790
jakub-gil,407093,1133884
grzegorz-aftyka,266346,851246
rok-kidric,316467,547734
grzegorz-gulczynski,296832,956038
wojciech-mazurowski,563044,1087491
adam-fojcik,911517,1131784
dawid-szkudlarek,390991,1191488
vladyslav-okhronchuk,489546,1141556
jakub-kasperowicz,724275,1131783
milosz-misala,958440,1166951
adrian-balboa,529741,
dariusz-kaminski,387240,909499
filip-lukasik,747688,1145101
daniel-stanclik,514941,1176703
jakub-szymanski,469658,1049603
marcin-furtak,450620,1022401
mateusz-malec,610550,1022426
jakub-kopaniecki,454452,1022402
mateusz-magdziak,259657,335909
pawel-kucharczyk,384785,913577
kacper-poczwardowski,857243,1156249
marek-opalacz,136010,
karol-fryzowicz,106305,60759
maciej-sowinski,864051,
bruno-zoladz,199306,890923
dorian-krakowski,798123,1131886
damian-makuch,407081,1155186
dominik-radziemski,240853,
rafal-karmelita,242817,250529
maciej-bancewicz,142361,120894
kamil-waclawczyk,35149,120885
szymon-krocz,499552,1126643
abdallah-hafez,514814,
szymon-korzepa,873096,
filip-baranowski,532171,1022422
mariusz-szuszkiewicz,242845,1022418
eryk-sobkow,357314,792086
robert-gegedosh,211317,
mateusz-piatkowski,97437,61020
adam-mazurowski,707736,1022419
eliasz-sienko,878669,
maksymilian-ciesielczuk,929426,
milosz-piekutowski,965043,1390323
adrian-podczarski,929422,
dawid-zabielski,991349,1486181
tomasz-rosik,1016124,
kacper-piorkowski,929415,
dominik-kobus,939767,1500294
jakub-burkowski,929424,
jakub-lewicki,929423,1210837
bartosz-bernatowicz,911499,1149222
stanislaw-ubermanowicz,931174,
mateusz-baranowski,934170,
tristan-stec,939071,
petro-susak,959942,
szymon-zabiuk,923381,
oskar-lipinski,1012251,
mateusz-cichocki,911505,1149269
adrian-chim,1013270,
damian-wojdakowski,742945,1149229
sebastian-dabrowski,929417,
daniel-siemieniuk,931166,
alex-protaziuk,929414,1526503
julian-andruszkiewicz,1018393,
jakub-karpinski,1019673,
kamil-soberka,965106,1501369
maksymilian-gredka,991321,
pawel-mieszczanin,999030,
bartosz-rutkowski,925472,1594617
filip-jurczak,931087,
jan-adamski,952405,
oskar-wielecki,925451,1601550
robert-zaborowski,925452,
norbert-barczak,991322,1500298
kacper-capiga,999031,1465018
marcel-kakol,817166,
iwo-swierkot,925469,
arkadiusz-sobanski,932940,
eryk-szymanski,925470,
mikolaj-zieba,925453,
mateusz-peda,931125,1487718
jakub-kosela,999032,
david-hyjek,925471,1536276
karol-garwol,925485,
krzysztof-kolanko,991460,1392390
szymon-wasik,1023590,
michal-matys,924895,1149267
patryk-szatkowski,932126,1405578
adam-matysek,1024787,1405561
wiktor-maliszewski,929443,
kacper-terlecki,717916,1149247
kamil-nowacki,929445,1405571
dawid-paraszczak,929456,1405565
maciej-mackow,929457,1405574
dominik-czapski,932117,
szymon-tarkowski,932125,1405602
kasjan-frankowski,950429,1405572
filip-zywicki,929444,1405567
jan-bonikowski,618412,1405603
aleksander-mickielewicz,954671,1423451
jakub-furman,925611,
robert-zolik,866733,
bartosz-plocki,960529,
jakub-rutkowski,925641,
bartosz-mikolajczyk,717907,1149224
maciej-bochniak,911486,1149274
patryk-bek,932116,
kacper-knera,925609,
filip-rejczyk,991455,1423455
mykyta-sytnykov,837284,1175440
marcel-krajewski,661368,
wiktor-pucilowski,911488,1594712
patryk-winiarski,925607,
bartosz-dziemidowicz,931170,
maddox-sobocinski,555059,
oskar-lachowicz,954194,1628422
szymon-siodlowski,925612,
maksymilian-stangret,1002309,1410173
patryk-letkiewicz,911502,1513105
jakub-stepak,992404,1423457
marcin-gorkiewicz,925454,
kacper-wolicki,932583,
kacper-przybylko,952379,1211029
ashley-akpan,639578,1580780
kacper-rojkowicz,883359,
jacek-gurgul,932584,
wojciech-urbanski,618424,1536342
aleksander-zebala,661370,
adam-pieniadz,991776,1540362
mateusz-medrala,929440,1470493
krystian-dozynkiewicz,930123,1528244
mateusz-uzarek,988963,1519202
mateusz-pruchniewski,1018353,1513699
jakub-skowronski,1013272,1562096
kamil-budych,929441,
mikolaj-tudruj,930511,1149265
wojciech-monka,1007295,1562120
michal-gurgul,991779,1423459
igor-kornobis,929439,1384505
sebastian-goc,932582,
patryk-olejnik,965351,1402195
filip-warciarek,1016125,1562091
dawid-lawniczak,717896,1513479
jan-niedzielski,618407,1528238
igor-brzyski,707499,1479483
maksymilian-dziuba,930125,1149273
maksym-pietrzak,1013271,1506786
bartlomiej-juszczyk,618406,1513547
filip-wolski,950752,1384508
oskar-tomczyk,957890,1423462
bartlomiej-baranski,959917,
patryk-pernal,949478,
kamil-konieczny,930872,1632770
aleksander-holda,954668,
dominik-janeczek,717901,
adam-kapusta,925787,
michal-zakrzewski,925788,
vitaliy-tkachuk,925776,1462216
filip-rozga,974365,1423454
michal-keska,991647,1486164
aleksander-ptak,925789,
dawid-jasinski,925424,120880
bartosz-pienczykowski,1237110,
aleksander-capar,925441,
igor-puscikowski,925458,
marcel-predenkiewicz,929450,1388661
michal-galinski,925425,
jakub-kosciow,925426,
adrian-lyszkiewicz-dustet,925459,
jakub-romanik,929947,1519154
igor-bojarczuk,938861,
mateusz-krause,942969,1608888
marcel-gnabasik,991648,
kacper-kroczynski,929466,
dawid-plackowski,942970,
bartosz-glogowski,925734,
wiktor-sierda,1004418,
hubert-sliczniak,1019689,1550463
wiktor-galuba,618427,
daniel-stanczak,697779,
allen-rozum,943310,
mateusz-lipinski,993961,
stanislaw-szczyrek,930182,1514217
krzysztof-kurowski,964757,1479494
krystian-niepsuj,929563,1525712
filip-wienczek,826166,
oskar-wojtczak,925733,
eryk-sikora,930417,
szymon-maszkowski,1013267,1528266
aleksander-wolczek,930416,1514357
maciej-krawczuk,990428,
bartosz-kosiba,1013266,
jan-mierzwa,925752,
jerzy-zender,930122,1594584
bartosz-suski,951977,
patryk-bednarczyk,991373,
wiktor-benedyktowicz,1026647,
bartosz-dubel,618423,
wiktor-krol,991378,
kacper-topolski,996335,
jakub-bylina,934172,
filip-jakubowski,925477,1501367
aleksander-kultys,925455,
oliwer-jakuc,925476,
szymon-michalski,925456,
martin-woroch,938760,
jakub-pachnik,930183,
michal-walczak,943334,
mateusz-liszynski,925435,
kacper-osajda,930188,
oliwier-dobosz,934171,
mateusz-wojciechowski,943336,
adam-pacholski,955891,
alan-rudawski,991380,
eryk-wlodarczak,996333,
aleksander-kluczynski,831076,
bartosz-falbierski,929465,
milosz-wodecki,991379,1501370
szymon-soinski,911515,
jakub-wajman,993898,1501368
milosz-gawecki,925436,
dominik-konopacki,704972,
szymon-sarbinowski,925474,1390072
jakub-necka,925432,
bruno-siedlecki,925434,
maksymilian-hyzyk,925437,
kevin-chinedu-durueke,1004150,
kamil-janik,1004451,
axel-holewinski,999090,1479466
piotr-demko,991387,
bartosz-kolodziejczyk,920716,
konrad-magnuszewski,717912,
jedrzej-goral,925783,1146147
dominik-gil,1009254,
gracjan-hyl,850458,1146111
krystian-chrominski,990975,
mikolaj-hudziak,930554,1146261
emil-jedraszak,944402,1153272
jakub-laskowski,955892,
mateusz-kaczorek,1018394,1647648
kryspin-lesniak,570468,1146191
kamil-jakubczyk,929467,1146194
oliwier-kasprzycki,955269,
dawid-kroczek,903656,
adrian-przyborek,1018395,1466806
kacper-dudek,878616,1146131
mohammad-amin-doustali,616800,
kacper-szczerba,925808,1146130
jakub-wlazlik,943332,1153277
wiktor-skrzynski,611764,
radoslaw-dabrowski,913664,1148004
kacper-wazny,930127,1388658
kacper-grygiel,1013258,1484392
hubert-raczka,539553,
mikolaj-mazur,929290,
krystian-kuchnia,929291,
kamil-szwed,993958,
kacper-pasko,930129,1410161
marcin-kaczor,932942,1513070
pawel-ofiara,919078,1148003
maciej-gielar,969421,1484394
kacper-penar,528315,
filip-gawlak,846948,
radoslaw-bak,929271,
mateusz-popiela,929273,1390055
mikolaj-liszka,929274,
igor-ivanyuk,929288,
marcel-kowalewski,929289,
jakub-wanowicz,929300,
michal-opalski,929301,1148001
milosz-kaczor,929302,1148002
adrian-ciesla,930130,1487263
maksymilian-kuzio,931124,
norbert-drazek,935609,
benedykt-piotrowski,958506,1388677
kamil-mazur,964765,
jakub-deszczka,991316,
igor-kierys,1004419,
adrian-sajdak,1016150,
patryk-mazur,1019680,1613597
mateusz-michasiewicz,929276,
oliwier-galara,1016151,
kacper-pieniazek,861322,1484389
szymon-kadziolka,964766,1423463
oleksandr-somkin,999536,
nikodem-skoczylas,969420,
marcin-bobola,528322,
michal-musik,839430,1148000
karol-wojtylo,929272,
aleksander-okon,929275,1487250
mikolaj-krawczyk-demczuk,931153,1511587
franciszek-szczucki,930328,
filip-chadala,930556,1493298
adrian-puncewicz,941469,1628021
adam-grzywalski,929447,
marcel-lachowicz,929459,
elijah-dibwe,929464,
igor-posacki,930555,
artur-baraukou,938847,
mikolaj-doniecki,951898,
orts-tsechoev,817973,
jakub-szydlik,929449,1611839
jakub-zawierucha,929448,
szymon-pietrzak,929461,
tymon-owczarek,934173,
mikolaj-baranowski,934174,
marcin-manikowski,963748,
filip-wierzbicki,1005538,
jakub-wodz,929460,
szymon-janicki,929462,
jakub-kolodenny,929446,1417425
maksymilian-gutowski,930327,
artur-mlynarczyk,959920,
mikolaj-glacel,929420,
jacek-brzyski,929454,
oskar-solik,943583,
arkadiusz-jurzysta,1005223,
filip-kolodynski,929427,
marcin-urbanek,929437,
lukasz-sus,930664,
marcin-matuszek,1019688,
pawel-pilch,929419,
mateusz-michalski,929433,
dawid-kulik,929431,
jakub-kozma,929434,
oliwier-krotkiewicz,929453,
kacper-pyzalski,932585,
michael-burzan,954344,
krystian-szafranski,954354,
jakub-hurny,991334,
jakub-domagala,1005215,
mikolaj-micula,1014161,
florian-pielok,1016135,
alan-jarasz,1018411,
szymon-kaczmarczyk,1018412,
cyprian-wojtkowiak,1018413,
kacper-kiraga,929455,
szymon-glab,939063,
mikolaj-migdalski,941974,
dustin-strulak,1005216,
bartlomiej-piworowicz,1014160,
jakub-grzegorzewski,925750,1513026
mateusz-dekanowski,575491,
marcel-malinowski,930126,
filip-gnas,931139,1446500
radoslaw-borowski,925746,
adam-golebiowski,991593,
krystian-derkacz,911501,1149266
jakub-okusami,925751,1513487
aleksander-gajgier,925778,
wiktor-ambroziak,991567,
kacper-wloch,925749,
jakub-domanski,925768,
eryk-kowalewicz,934168,
mateusz-krypa,939061,
jakub-cegielka,999537,
emre-celik,863146,
hubert-pilarz,925744,
kacper-jakobczyk,925770,
antoni-grzelczak,991566,
bartosz-biedrzycki,925747,1512886
mateusz-majbanski,925769,
piotr-urbanski,925779,1640981
franciszek-antkiewicz,925748,1528234
jan-piasek,925745,
marek-kwiatkowski,547863,
lukasz-florczuk,925771,
dawid-lacki,925772,
kacper-smiglewski,925777,1210841
eryk-kudokas,931137,
szymon-pawlowski,939062,
oskar-bialek,943582,1521787
jakub-rajczykowski,925636,1388004
hubert-muszynski,925652,1511207
dominik-noweta,930185,
lukasz-bomba,993957,1528247
marcin-orzechowski,925622,
mateusz-wojcik,925758,
oliwier-siuda,925665,
jakub-beben,929503,
tomasz-rapinczuk,929551,1604018
krystian-szymocha,931135,
dawid-blasik,931136,
oliwier-kucharczyk,954673,
lukasz-kabaj,991781,
jakub-cierpial,925637,1464865
mateusz-krawczyk,925648,
eryk-kuszaj,937890,
nikodem-kitowski,965044,
oliwier-dlugosz,991367,
jakub-wirenski,806087,
kamil-cnotalski,925623,
kamil-kanior,925634,
dawid-kucharczyk,925650,
jakub-skupien,925664,
tymoteusz-trzepizur,925667,
kamil-warys,930186,
dominik-gorecki,932586,
bartosz-sitek,934166,
tomasz-okulicki,935608,
szymon-cuber,925668,
tobiasz-kubik,941984,1464838
patryk-malamis,959916,1504108
milosz-rogula,618414,
sebastian-cebula,820376,
lukasz-makarski,930191,
tudor-butucel,857793,1158084
mateusz-jezierski,925635,1526499
dominik-slawuta,930184,
mateusz-niedzialkowski,943308,
adrian-krysik,944703,
alexandru-maxim,970199,1464122
stipe-vucur,111463,218406
alexandru-cretu,216661,229678
luca-manolache,816952,1216325
matei-tanasa,892742,
ianis-stoica,547754,910316
claudiu-keseru,25115,3164
andrei-tanasa,724579,1161076
karlo-letica,318707,827372
razvan-sava,568617,1001997
mihai-pinzariu,975205,
kristian-dimitrov,351800,826915
rares-balan,675503,1211609
alexandru-stoian,1011466,1216329
nana-boateng,236272,252531
lovro-cvek,317467,576634
sergiu-luca,675504,1216328
anas-tahiri,308265,544156
guessouma-fofana,419999,845092
alin-fica,675506,993535
emmanuel-culio,30846,34535
viktor-kun,1043574,1383321
raoul-mal,393552,954087
george-leata,975233,1195478
hadi-sacko,198728,250509
daniel-birligea,468192,970969
dusan-celar,694510,1144788
denis-rusu,171770,66034
denis-benga,869983,1152463
david-sala,975195,1211588
alexandru-maries,677159,1130608
gustavo,268223,
lyes-houri,229007,280461
ante-roguljic,226090,283839
alberto-calin,858490,
stefan-bana,963964,
cosmin-dur-bozoanca,340976,867545
stefan-musat,623763,957641
emanuel-martinovic,863543,
andrei-borza,723826,1152501
eduard-radaslavescu,731522,1150392
michael-omoh,210536,362510
enes-sali,875252,1133883
cristian-sirghi,872864,1175828
serban-tomache,983944,1479043
joyskim-dawa,569743,928336
andrei-dragu,536129,
robert-neciu,319240,921375
victor-dican,568540,
gabriel-david,976856,1183894
bogdan-filip,832833,1145220
ciprian-maxim,983945,1185580
jaja-silva,726092,
herve-kage,42731,21923
petar-petkovski,343358,826301
brayan-torres,664927,829888
mateus-criciuma,537599,
terrence-tisdell,482586,991035
richard-sila,562005,921308
sergej-grubac,429318,
jucie-lupeta,269927,328385
razvan-began,333376,346772
hunor-gedo,911335,1130607
paul-popa,987065,1644124
rares-ispas,634317,942127
robert-david,975194,
akos-nistor,1010704,1213359
petar-bojic,162985,126558
sergiu-serban,1010705,1157570
janos-botorok,809020,1092053
vitalie-damascan,354136,856749
norbert-kocsis,975196,
virgil-draghia,122652,93687
cristian-sapunaru,25942,18793
dragos-grigore,95182,44564
anestis-nastos,97159,62408
cristian-ignat,716054,1131675
junior-morais,125069,79056
petre-goge,164737,
enrichi-finica,603089,1031089
alin-demici,535467,1152419
matias-perez-acuna,300312,364774
robert-stanici,967047,1168089
mattias-kait,205227,354052
raul-costin,46523,569528
sabin-iosif,824922,
catalin-hlistei,397479,812146
saifeddine-alami,225577,786181
bogdan-barbu,241548,798234
rares-ilie,812654,1092074
antonio-sefer,376571,796042
stefan-panoiu,710063,1130145
antonio-dumitrescu,967399,
alexandru-gheorghe,1045068,1217860
younes-bnou-marzouk,265573,353116
alexandru-despa,909882,1130144
ciprian-popescu,710090,
ionut-andres,902110,1214691
florin-balan,666432,1102490
idan-golan,355391,788829
daniel-paraschiv,605543,1092984
muhamed-tehe-olawale,391064,936444
plamen-iliev,156566,76895
thomas-chesneau,460622,
stefan-fara,540839,1015213
baptiste-aloe,215653,232650
deniz-giafer,491770,1130224
david-tone,863542,
mario-pavel,910565,1130228
andre-pinto,58923,42123
nikolaos-kenourgios,493332,949255
andrei-mitran,540890,1132024
alin-buleica,147286,90908
constantin-nica,221815,154604
petar-gluhakovic,186361,282081
catalin-carp,213016,
balthazar-pierret,642002,1014651
michel-espinosa,187387,801308
alin-dudea,328517,787735
roberto-dinita,798262,1130225
dragos-penescu,676831,985798
andrei-florescu,798263,1130227
gabriel-torje,47184,19148
christian-irobiso,213351,218748
mirko-ivanovski,66241,
marko-nunic,201668,181253
desire-segbe,310770,537852
catalin-tira,168257,338915
sergiu-suciu,113612,54242
vlad-stancu,947515,
alexandru-jipa,938289,
mikael-cantave,294687,
alexandru-rosca,968921,1198967
vinko-medjimorec,381004,798469
darius-iurasciuc,870033,1214797
adrian-mar,777441,
marko-vukcevic,166229,137822
rolandas-baravykas,221496,226960
alexandru-patlagica,916317,1177286
fabiano-cibi,723839,1152474
denis-hrezdac,641765,964678
idriz-batha,228837,238910
tudor-calin,666460,1126967
rares-pop,837240,1213606
florentin-matei,147998,110960
cristian-mihai,974722,1126975
philip-otele,678655,988476
filip-dangubic,324970,795302
tomas-wagner,112951,54292
karolis-laukzemis,167371,114463
easton-ongaro,673051,984461
paul-mercioiu,910483,
joao-miguel,254582,804282
tudor-telcean,671627,986380
claudiu-moisie,700776,
martin-raynov,237017,830173
alexandru-crivac,568577,998981
alexandru-dinoci,1043573,1498814
alexandru-isfan,672055,1003297
diogo-viana,72855,70919
gino-oprescu,1015741,1216518
said-ahmed-said,45529,287023
jafar-arias,326997,777293
emmanuel-ernest,843367,1144743
tiberiu-coman,866063,1123079
simion-bumbar,989018,1198949
erik-grosz,884078,
mathaus,380301,
mihai-tala,987023,1185181
cristian-maxim,904420,1186889
diogo-izata,258024,357726
mihai-lixandru,824915,1129974
ioan-filip,169272,86568
calin-harfas,904449,1175900
denis-ursu,987025,1522443
razvan-covaci,904433,
cristian-campean,904435,
raul-steau,547818,1001784
ramon-gaspar,913161,1155337
vlad-domsa,904432,1185178
lucian-noian,987021,
raul-orlandea,723986,1174480
robert-popa,568618,1494220
sorin-mogosanu,287222,1126665
alberto-cobrea,96841,154650
mario-enache,809372,
dominik-kovacic,258898,312390
bradley-diallo,127129,171601
marko-gajic,237489,799183
lorenzo-paramatti,200195,186837
pedro-machado,598542,991789
jeremy-huyghebaert,55616,38087
radu-negru,749104,1126662
mamadou-bagayoko,81897,37010
samuel-asamoah,232848,258365
dragos-albu,547820,1129836
francois-marquet,194438,227472
vlad-pop,341374,1126663
catalin-albu,794081,1142307
hristu-sofianu,990109,1390745
ionut-zanfir,749103,1126682
alexandru-blidar,809357,1127293
benjamin-van-durmen,434514,795187
juan-bauza,470324,857464
robert-raducanu,371969,798467
antonio-miutescu,608451,1129839
william-baeten,449879,1129835
sekou-sidibe,409513,909961
terell-ondaan,187598,250505
alexandru-raicea,749105,1126680
claudiu-balan,288716,1091836
andrea-compagno,287255,958858
hugo-vieira,124286,78753
stefan-dobre,604374,
agron-rufati,460591,941199
pavel-cmovs,95793,125450
ovidiu-sterian,976496,1200933
andrei-gal,809700,1431311
daniel-oprea,1001988,
laurentiu-vlasceanu,912165,1200978
ayrton-mboko,285998,
andrei-iana,568534,1107012
cosmin-ion,1016823,
aleksandar-tsvetkov,87290,52003
mario-vrdoljak,225631,790042
jeremy-corinus,621161,963157
vladimir-gogov,851800,1131807
roberto-neagu,1016822,
florin-alexandru,1017068,
cosmin-ionita,962984,1168033
donatas-kazlauskas,167863,96357
muhamed-al-ghoul,342573,
marian-obedeanu,677343,985886
william-amorim,203087,152340
laurentiu-lis,976495,
marius-cioiu,605541,863955
valentin-cristea,881902,
stipe-plazibat,192048,84342
tolis-vellios,124495,
valentin-dumitrache,909053,1129615
davide-massaro,394926,849202
andrei-dima,937068,1168682
cristian-gavra,192865,96330
steven-goma,812300,
